image_path,count,split
data\public\pills-detection-dataset\images\train\Negatives_I0140.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0141.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0143.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0144.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0145.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0146.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0147.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0148.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0149.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0151.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0152.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0153.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0154.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0155.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0156.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0157.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0159.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0160.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0201.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0202.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0203.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0204.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0205.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0207.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0208.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0209.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0210.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0211.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0212.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0213.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0215.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0216.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0217.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0218.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0219.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0220.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0221.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0223.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0224.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0225.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0226.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0227.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0228.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0229.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0231.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0232.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0233.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0234.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0235.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0236.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0237.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0239.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0240.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0241.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0242.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0243.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0244.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0245.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0247.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0248.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0249.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0250.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0251.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0252.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0253.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0255.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0256.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0257.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0258.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0259.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0260.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0261.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0263.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0264.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0265.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0266.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0267.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0268.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0269.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0271.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0272.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0273.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0274.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0275.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0276.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0277.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0279.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0280.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0281.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0282.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0283.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0284.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0285.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0287.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0288.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0289.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0290.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0291.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0292.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_I0293.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3212.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3213.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3214.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3215.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3216.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3217.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3218.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3220.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3221.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3222.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3223.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3224.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3225.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3226.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3228.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3229.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3230.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3231.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3232.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3233.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3234.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3236.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3237.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3238.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3239.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3240.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3241.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3242.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3244.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3245.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3246.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3247.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3248.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3249.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3250.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3252.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3253.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3254.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3255.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3256.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3257.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3258.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3260.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3261.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3262.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3263.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3264.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3265.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3266.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3268.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3269.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3270.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3271.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3272.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3273.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3274.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3276.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3277.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3278.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3279.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3280.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3281.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3282.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3284.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3332.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3333.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3334.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3335.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3336.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3337.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3339.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3340.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3341.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3342.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3343.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3344.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3345.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3347.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3348.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3349.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3351.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3352.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3353.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3354.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3356.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3357.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3358.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3359.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3360.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3361.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3362.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3364.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3365.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3366.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3367.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3368.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3369.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3370.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3372.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3373.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3374.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3375.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3376.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3377.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3378.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3380.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3381.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3382.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3383.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3384.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3385.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3386.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3390.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3391.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3392.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3393.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3394.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3395.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3431.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3433.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3434.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3435.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3436.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3437.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3438.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3439.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3456.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3457.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3458.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3459.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3460.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3461.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3462.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3464.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3465.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3466.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3467.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3468.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3469.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3470.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3472.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3473.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3474.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_3475.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4265.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4266.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4267.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4269.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4294.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4310.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4311.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4312.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4313.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4314.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_IMG_4316.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_no_pills_1.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_no_pills_2.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_no_pills_3.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_no_pills_4.jpg,0,train
data\public\pills-detection-dataset\images\train\Negatives_no_pills_5.jpg,0,train
